instance_id,text,tokens,tags
1362,"Leute, wie soll man diesen Corona- Leugnungs- Irrsinn die nächsten Jahre überstehen?!
Bitte wie??!🤨🤢","['Leute', ',', 'wie', 'soll', 'man', 'diesen', 'Cor', '##ona', '-', 'Leu', '##gn', '##ungs', '-', 'Ir', '##rs', '##inn', 'die', 'nächsten', 'Jahre', 'übers', '##te', '##hen', '?', '!', 'Bitte', 'wie', '?', '?', '!', '[UNK]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'O', 'O', 'O', 'B-negative', 'B-negative', 'B-negative', 'O', 'O', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'O']"
1307,"So wie Putin verbal gegen den Westen schießt, wünsche ich das andersrum, nur noch einen Zacken schärfer! Der Westen muss Putin endlich - realistisch durchsetzbare - Grenzen setzen. Nur das versteht der Zwerg!","['So', 'wie', 'Putin', 'verb', '##al', 'gegen', 'den', 'Westen', 'sch', '##ießt', ',', 'wün', '##sche', 'ich', 'das', 'anders', '##rum', ',', 'nur', 'noch', 'einen', 'Za', '##cken', 'schär', '##fer', '!', 'Der', 'Westen', 'muss', 'Putin', 'endlich', '-', 'realis', '##ti', '##sch', 'durchs', '##etz', '##bare', '-', 'Grenzen', 'setzen', '.', 'Nur', 'das', 'versteht', 'der', 'Zwerg', '!']","['O', 'O', 'O', 'O', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'O']"
1499,"dazu muss 🇺🇦 aber schnellstens waffen und munition in riesiger stückzahl bekommen. besser vorgestern als morgen (symbolisch gesprochen das wegen gestern).
aber der westen muss sich endlich sputen.","['dazu', 'muss', '[UNK]', 'aber', 'schnell', '##stens', 'wa', '##ffen', 'und', 'm', '##uni', '##ti', '##on', 'in', 'riesige', '##r', 'st', '##ück', '##zahl', 'bekommen', '.', 'besser', 'vorge', '##stern', 'als', 'morgen', '(', 'symbol', '##isch', 'gesprochen', 'das', 'wegen', 'gestern', ')', '.', 'aber', 'der', 'west', '##en', 'muss', 'sich', 'endlich', 'sp', '##uten', '.']","['O', 'O', 'O', 'O', 'O', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
573,Tja gibt halt Menschen mit Empathie Im Land ! das ist zwar ein Wort was euch völlig Fremd ist ! Und Diese Menschen mit dieser Empathie Wollen das GAs dieses Massenmörders nicht !,"['T', '##ja', 'gibt', 'halt', 'Menschen', 'mit', 'Emp', '##ath', '##ie', 'Im', 'Land', '!', 'das', 'ist', 'zwar', 'ein', 'Wort', 'was', 'euch', 'völlig', 'Fremd', 'ist', '!', 'Und', 'Diese', 'Menschen', 'mit', 'dieser', 'Emp', '##ath', '##ie', 'Woll', '##en', 'das', 'GA', '##s', 'dieses', 'Massen', '##mö', '##r', '##ders', 'nicht', '!']","['O', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'B-positive', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-positive', 'B-positive', 'B-positive', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
964,"Krieg ist eine der schlimmsten Erfahrungen, die Menschen durchleben können. Er verursacht enormes Leid. Krieg bringt oft unschuldige Zivilisten in Gefahr. 

Und trotzdem schreien hier Leute: Jaaa, wir wollen Krieg! 

Was ich davon halte? F… euch!! 

#Kriegstreiber 
#Macron","['Krieg', 'ist', 'eine', 'der', 'schlimmsten', 'Erfahrungen', ',', 'die', 'Menschen', 'durch', '##leben', 'können', '.', 'Er', 'verursacht', 'enorme', '##s', 'Leid', '.', 'Krieg', 'bringt', 'oft', 'uns', '##ch', '##uld', '##ige', 'Zivilisten', 'in', 'Gefahr', '.', 'Und', 'trotzdem', 'sch', '##reien', 'hier', 'Leute', ':', 'Ja', '##aa', ',', 'wir', 'wollen', 'Krieg', '!', 'Was', 'ich', 'davon', 'halte', '?', 'F', '[UNK]', 'euch', '!', '!', '#', 'Kriegs', '##tre', '##iber', '#', 'Mac', '##ron']","['O', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'B-negative', 'B-negative', 'O', 'O', 'O', 'O', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
533,Der Sieg sei in Reichweite und eine Frage von Monaten??!?!? Wow also bis alle tot sind inklusive die Geiseln… Mehr als 27.000 Tote aber reicht noch nicht und es geht schon lange nicht mehr um die Befreiung der Geiseln…,"['Der', 'Sieg', 'sei', 'in', 'Reichweite', 'und', 'eine', 'Frage', 'von', 'Monaten', '?', '?', '!', '?', '!', '?', 'Wo', '##w', 'also', 'bis', 'alle', 'tot', 'sind', 'inklusive', 'die', 'Geisel', '##n', '[UNK]', 'Mehr', 'als', '27', '.', '000', 'Tote', 'aber', 'reicht', 'noch', 'nicht', 'und', 'es', 'geht', 'schon', 'lange', 'nicht', 'mehr', 'um', 'die', 'Befreiung', 'der', 'Geisel', '##n', '[UNK]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'O', 'B-negative', 'B-negative', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
990,"Was bringt den zukünftigen Generationen Geld wenn ihre Lebensgrundlage zerstört ist? Wir müssen jetzt handeln, denn umso länger wir warten umso schlechter ist unsere Lebensgrundlage und umso teurer wird es werden! 😢😢","['Was', 'bringt', 'den', 'zukünftigen', 'Generationen', 'Geld', 'wenn', 'ihre', 'Lebens', '##grundlage', 'zerstört', 'ist', '?', 'Wir', 'müssen', 'jetzt', 'handeln', ',', 'denn', 'umso', 'länger', 'wir', 'warten', 'umso', 'schlechter', 'ist', 'unsere', 'Lebens', '##grundlage', 'und', 'umso', 'teurer', 'wird', 'es', 'werden', '!', '[UNK]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'O', 'O', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'O', 'O']"
983,"So wie Trans-Aktivismus eine Möglichkeit bietet, Misogynie unter Berufung auf vermeintlich unterdrückte transgender Personen auszuleben, bietet der Palestina-Konflikt eine Möglichkeit, Antisemitismus unter Berufung auf vermeintlich unterdrückte Palestinenser auszuleben.","['So', 'wie', 'Trans', '-', 'Aktiv', '##ismus', 'eine', 'Möglichkeit', 'bietet', ',', 'Mis', '##og', '##yn', '##ie', 'unter', 'Berufung', 'auf', 'vermeintlich', 'unter', '##drückt', '##e', 'trans', '##gender', 'Personen', 'auszu', '##leben', ',', 'bietet', 'der', 'Pal', '##est', '##ina', '-', 'Konflikt', 'eine', 'Möglichkeit', ',', 'Antisemit', '##ismus', 'unter', 'Berufung', 'auf', 'vermeintlich', 'unter', '##drückt', '##e', 'Pal', '##est', '##inenser', 'auszu', '##leben', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'B-negative', 'O', 'O', 'O', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'O', 'O', 'O', 'O']"
497,"Liebe AfD Wähler*innen: Habt wenigstens soviel Ehre euch als rechtsextremistisch bezeichnen zu lassen, wenn ihr solche kruden Ideen habt. Danke :)","['Liebe', 'AfD', 'Wähler', '*', 'innen', ':', 'Hab', '##t', 'wenigstens', 'so', '##viel', 'Ehre', 'euch', 'als', 'rechtsextrem', '##istisch', 'bezeichnen', 'zu', 'lassen', ',', 'wenn', 'ihr', 'solche', 'k', '##rud', '##en', 'Ideen', 'hab', '##t', '.', 'Dank', '##e', ':', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
472,"Als jeden Montag ne Million Menschen gegen den Lockdown-und Maßnahmenirrsinn auf den Straßen waren, war das zahlenmäßig komischerweise nichts.","['Als', 'jeden', 'Montag', 'ne', 'Million', 'Menschen', 'gegen', 'den', 'Lock', '##down', '-', 'und', 'Maßnahmen', '##irr', '##sinn', 'auf', 'den', 'Straßen', 'waren', ',', 'war', 'das', 'zahlen', '##mäßig', 'kom', '##ischer', '##weise', 'nichts', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'B-negative', 'B-negative', 'O', 'O', 'O']"
1216,"Was heute im Norden Gaza passiert ist , interessiert euch nicht , oder ? Sie waren viel mehr als ""1300 "" Menschen da und wollen nur was zum Essen holen als eure beste moralische Armee sie nochmal angegr*** hat !!
Wartet ihr nochmal auf jemanden , der die Lügen für euch vor kaut ? Wahrheiten sieht ihr eher nicht !! Menschenleben intressiert euch auch nicht , oder ?","['Was', 'heute', 'im', 'Norden', 'Gaz', '##a', 'passiert', 'ist', ',', 'interessiert', 'euch', 'nicht', ',', 'oder', '?', 'Sie', 'waren', 'viel', 'mehr', 'als', '""', '1300', '""', 'Menschen', 'da', 'und', 'wollen', 'nur', 'was', 'zum', 'Essen', 'holen', 'als', 'e', '##ure', 'beste', 'moral', '##ische', 'Armee', 'sie', 'noch', '##mal', 'ange', '##gr', '*', '*', '*', 'hat', '!', '!', 'Warte', '##t', 'ihr', 'noch', '##mal', 'auf', 'jemanden', ',', 'der', 'die', 'Lü', '##gen', 'für', 'euch', 'vor', 'k', '##aut', '?', 'Wahrheit', '##en', 'sieht', 'ihr', 'eher', 'nicht', '!', '!', 'Menschen', '##leben', 'int', '##ress', '##iert', 'euch', 'auch', 'nicht', ',', 'oder', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'B-negative', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'O']"
115,Stopp den Völkermord ❌❌💔,"['Sto', '##pp', 'den', 'Völker', '##mord', '[UNK]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
561,"Die WHO selbst prognostiziert bis 2050 eine Zunahme der Krebsfälle um bis zu 80%. Allein 2022 seien weltweit 20 Millionen neue Krebsdiagnosen gestellt worden. Die Gründe? Mysteriös. Angeblich ""Veränderungen beim Lebensstil wie etwa Tabak- und Alkoholkonsum sowie Fettleibigkeit und auch Luftverschmutzung"". 🤡 #Turbokrebs #Impfschaeden #PfizerLiedPeopleDied 
https://bild.de/ratgeber/2024/erotik/krebs-zahl-der-erkrankungen-wird-bis-2050-auf-fast-80-prozent-steigen-86996742.bild.html
","['Die', 'W', '##HO', 'selbst', 'prognost', '##iziert', 'bis', '20', '##50', 'eine', 'Zunahme', 'der', 'Krebs', '##fälle', 'um', 'bis', 'zu', '80', '%', '.', 'Allein', '20', '##22', 'seien', 'weltweit', '20', 'Millionen', 'neue', 'Krebs', '##di', '##agn', '##osen', 'gestellt', 'worden', '.', 'Die', 'Gründe', '?', 'My', '##ster', '##i', '##ös', '.', 'Ange', '##bli', '##ch', '""', 'Veränderungen', 'beim', 'Lebens', '##stil', 'wie', 'etwa', 'Tabak', '-', 'und', 'Alkohol', '##konsum', 'sowie', 'Fett', '##leib', '##igkeit', 'und', 'auch', 'Luft', '##vers', '##ch', '##mut', '##zung', '""', '.', '[UNK]', '#', 'Turb', '##ok', '##reb', '##s', '#', 'Impf', '##scha', '##ede', '##n', '#', 'Pf', '##ize', '##r', '##Lie', '##d', '##P', '##eo', '##ple', '##Die', '##d', 'http', '##s', ':', '/', '/', 'bild', '.', 'de', '/', 'rat', '##geber', '/', '20', '##24', '/', 'er', '##ot', '##ik', '/', 'kre', '##bs', '-', 'zahl', '-', 'der', '-', 'erkran', '##kungen', '-', 'wird', '-', 'bis', '-', '20', '##50', '-', 'auf', '-', 'fast', '-', '80', '-', 'pro', '##zent', '-', 'steigen', '-', '86', '##99', '##67', '##42', '.', 'bild', '.', 'h', '##t', '##m', '##l']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'O', 'B-negative', 'B-negative', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1404,"Präsident Zelensky spricht diese Woche bei einer Veranstaltung in Texas mit Ex-US-Präsident Bush. Und ich dachte, mit Kriegsverbrechern, die andere Länder überfallen, spreche Zelensky nicht. Bush hat den Tod von Millionen Irakern zu verantworten.","['Präsident', 'Ze', '##len', '##sky', 'spricht', 'diese', 'Woche', 'bei', 'einer', 'Veranstaltung', 'in', 'Texas', 'mit', 'Ex', '-', 'US', '-', 'Präsident', 'Bush', '.', 'Und', 'ich', 'dachte', ',', 'mit', 'Kriegs', '##verb', '##recher', '##n', ',', 'die', 'andere', 'Länder', 'über', '##fallen', ',', 'spreche', 'Ze', '##len', '##sky', 'nicht', '.', 'Bush', 'hat', 'den', 'Tod', 'von', 'Millionen', 'Irak', '##ern', 'zu', 'verantworten', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'O', 'O', 'O', 'O', 'B-negative', 'B-negative', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'O']"
266,"In ganz Deutschland haben Städte und Gemeinden für sich den Klimanotstand ausgerufen. Wozu sollten Klima Flüchtlinge in ein ""Klimanotstandland"" einwandern. Merkt ihr selbst oder?","['In', 'ganz', 'Deutschland', 'haben', 'Städte', 'und', 'Gemeinden', 'für', 'sich', 'den', 'Klima', '##not', '##stand', 'ausger', '##ufen', '.', 'Wo', '##zu', 'sollten', 'Klima', 'Flüchtlinge', 'in', 'ein', '""', 'Klima', '##not', '##stand', '##land', '""', 'ein', '##wander', '##n', '.', 'Merk', '##t', 'ihr', 'selbst', 'oder', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'O', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'B-negative', 'O']"
